RFC0114,ftp
RFC0133,ftp
RFC0141,ftp
RFC0163,ftp
RFC0163,dtp
RFC0163,data
RFC0163,manager
RFC0171,ftp
RFC0171,dtp
RFC0172,ftp
RFC0238,ftp
RFC0264,ftp
RFC0264,dtp
RFC0265,ftp
RFC0281,ftp
RFC0294,ftp
RFC0309,ftp
RFC0309,dtp
RFC0310,ftp
RFC0345,mip
RFC0354,ftp
RFC0385,ftp
RFC0407,rje
RFC0454,ftp
RFC0469,network
RFC0469,mail
RFC0469,meeting
RFC0486,rje
RFC0486,ftp
RFC0487,ftp
RFC0501,ftp
RFC0505,ftp
RFC0505,free
RFC0532,ftp
RFC0532,server
RFC0542,ftp
RFC0569,neted
RFC0602,security
RFC0602,violations
RFC0602,tip
RFC0602,arpanet
RFC0606,lists
RFC0606,names
RFC0606,host
RFC0606,addresses
RFC0607,solutions
RFC0607,weakness
RFC0607,ftp
RFC0614,ftp
RFC0614,weakness
RFC0614,solutions
RFC0616,network
RFC0616,maps
RFC0617,telnet
RFC0620,tenex
RFC0624,ftp
RFC0624,telnet
RFC0652,topt ocrd
RFC0653,topt oht
RFC0654,topt ohtd
RFC0655,topt ofd
RFC0656,topt ovt
RFC0657,topt ovtd
RFC0658,topt old
RFC0663,arpanet
RFC0663,host
RFC0683,ftp
RFC0683,paged
RFC0683,file
RFC0683,transfer
RFC0683,tenex
RFC0698,topt ext
RFC0726,topt rem
RFC0727,topt logo
RFC0734,supdup
RFC0735,topt byte
RFC0736,topt sup
RFC0740,netrjs
RFC0745,janus
RFC0745,interface
RFC0745,specifications
RFC0749,topt supo
RFC0759,mpm
RFC0761,tcp
RFC0768,udp
RFC0768,udp
RFC0772,mtp
RFC0772,email
RFC0778,clock
RFC0779,topt sndl
RFC0780,mtp
RFC0780,email
RFC0784,mtp
RFC0784,email
RFC0785,mtp
RFC0785,email
RFC0786,mtp
RFC0786,nimail
RFC0786,tops20
RFC0788,smtp
RFC0788,email
RFC0791,ip
RFC0791,ipv4
RFC0792,icmp
RFC0793,tcp
RFC0793,tcp
RFC0818,rtelnet
RFC0821,smtp
RFC0822,mail
RFC0823,ggp
RFC0826,arp
RFC0854,telnet
RFC0855,telnet
RFC0856,topt bin
RFC0857,topt echo
RFC0858,topt supp
RFC0859,topt stat
RFC0860,topt tim
RFC0861,topt extop
RFC0862,echo
RFC0863,discard
RFC0864,chargen
RFC0865,quote
RFC0866,users
RFC0867,daytime
RFC0868,time
RFC0869,hmp
RFC0869,hmp
RFC0872,tcp lan
RFC0885,topt eor
RFC0887,rlp
RFC0890,egp
RFC0891,ip dc
RFC0894,ip e
RFC0895,ip ee
RFC0903,rarp
RFC0904,egp
RFC0907,ip wb
RFC0908,rdp
RFC0909,ldp
RFC0913,sftp
RFC0913,ftp
RFC0914,thinwire
RFC0916,ratp
RFC0927,topt tacacs
RFC0929,hfep
RFC0933,topt om
RFC0937,pop2
RFC0937,post office protocol
RFC0937,version 2
RFC0938,irtp
RFC0946,topt tln
RFC0950,address
RFC0951,bootp
RFC0953,hostname
RFC0954,nicname
RFC0958,ntp
RFC0958,time
RFC0958,clock
RFC0958,synchronization
RFC0959,ftp
RFC0974,dns mx
RFC0977,nntp]
RFC0985,requirements
RFC0985,internet
RFC0985,gateways
RFC0988,multicast
RFC0988,internet
RFC0996,statsrv
RFC0998,netblt
RFC1001,netbios
RFC1002,netbios
RFC1004,cookie jar
RFC1006,tp tcp
RFC1021,hems
RFC1028,sgmp
